,id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school,gpa,language_test_scores2,reading_test_score2,math_test_scores2
815,816,,52.0,73.0,80.0,45,7,21,17,In Processing,,,,,2024-12-19 17:21:22,,,9,,January 18 2025,International School of Louisiana,,,,
816,817,,,,,0,,,,In Processing,,,,,2025-01-08 11:17:17,,,10,,January 18 2025,Other,,,,
817,818,,,,,0,,,,In Processing,,,,,2024-12-19 18:09:10,,,9,,,Homer Plessy Community School,,,,
818,819,,,,,0,,,,In Processing,,,,,2024-12-20 14:46:24,,,9,,,Success at Thurgood Marshall,,,,
819,820,,,,,0,,,,In Processing,,,,,2024-12-20 17:13:30,,,10,,March 22 2025 (No-rest option),Other,,,,
820,821,,88.0,86.0,70.0,65,25,16,24,In Processing,,,,,2024-12-22 9:35:21,,,10,,April 26 2025 (No-rest option),Other,,,,
821,822,,55.0,90.0,78.0,54,8,20,26,In Processing,,,,,2024-12-22 14:49:22,,,9,,April 26 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
822,823,,9.0,47.0,20.0,6,1,1,4,In Processing,,,,,2024-12-22 20:51:16,,,9,,April 26 2025 (No-rest option),Samuel J. Green Charter School,,,,
823,824,,79.0,66.0,54.0,42,20,8,14,In Processing,,,,,2024-12-25 12:07:07,,,9,,April 26 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
824,825,,30.0,65.0,94.0,42,1,28,13,In Processing,,,,,2024-12-26 20:38:54,,,9,,April 26 2025 (No-rest option),Morris Jeff Community School,,,,
825,826,,,,,0,,,,In Processing,,,,,2024-12-26 22:18:50,,,9,,April 26 2025 (No-rest option),Other,,,,
826,827,,,,,0,,,,In Processing,,,,,2024-12-26 23:17:07,,,11,,April 26 2025 (No-rest option),Other,,,,
827,828,,29.0,73.0,31.0,19,1,1,17,In Processing,,,,,2024-12-28 23:57:29,,,9,,April 26 2025 (No-rest option),Arthur Ashe Charter School,,,,
828,829,,29.0,73.0,31.0,19,1,1,17,In Processing,,,,,2024-12-28 23:57:29,,,9,,April 26 2025 (No-rest option),Arthur Ashe Charter School,,,,
829,830,,96.0,90.0,43.0,57,29,2,26,In Processing,,,,,2024-12-29 12:25:24,,,9,,April 26 2025 (No-rest option),Edward Hynes Lakeview,,,,
830,831,,,,,0,,,,In Processing,,,,,2024-12-30 9:48:26,,,10,,January 18 2025,Other,,,,
831,832,,59.0,87.0,62.0,46,10,12,24,In Processing,,,,,2024-12-30 13:24:27,,,9,,April 26 2025 (No-rest option),Audubon Gentilly,,,,
832,833,,77.0,84.0,24.0,43,19,1,23,In Processing,,,,,2024-12-30 13:32:55,,,9,,January 18 2025,Bricolage Academy,,,,
833,834,,,,,0,,,,In Processing,,,,,2024-12-30 14:22:33,,,9,,January 18 2025,International School of Louisiana,,,,
834,835,,77.0,97.0,64.0,61,19,13,29,In Processing,,,,,2024-12-30 17:48:24,,,9,Test Accommodations Approved,January 18 2025,Other,,,,
835,836,,,,,0,,,,In Processing,,,,,2024-12-31 0:12:32,,,9,,January 18 2025,Dwight D. Eisenhower Charter School,,,,
836,837,,,,,0,,,,In Processing,,,,,2024-12-31 19:33:38,,,9,,,Edward Hynes Lakeview,,,,
837,838,,,,,0,,,,In Processing,,,,,2025-01-01 11:19:04,,,11,,March 22 2025 (No-rest option),The Willow School,,,,
838,839,,,,,0,,,,In Processing,,,,,2025-01-01 11:19:04,,,11,,March 22 2025 (No-rest option),The Willow School,,,,
839,840,,,,,0,,,,In Processing,,,,,2025-01-01 11:21:10,,,10,,March 22 2025 (No-rest option),The Willow School,,,,
840,841,,,,,0,,,,In Processing,,,,,2025-01-01 13:50:27,,,9,,January 18 2025,Renew Schaumburg Elementary,,,,
841,842,,90.0,76.0,77.0,64,26,19,19,In Processing,,,,,2025-01-01 20:11:12,,,11,,April 26 2025 (No-rest option),Other,,,,
842,843,30.0,93.0,93.0,97.0,113.0,27,29,27,Eligible,,,,30.0,2025-01-02 19:09:47,,,10,,January 18 2025,Lycee Francais de la Nouvelle Orleans,4.0,,,
843,844,30.0,,,,30.0,,,,In Processing,,,,30.0,2025-01-03 16:08:14,,,9,,March 22 2025 (No-rest option),Other,4.0,,,
844,845,,32.0,67.0,60.0,26,1,11,14,In Processing,,,,,2025-01-04 13:01:37,,,9,,April 26 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
845,846,,,,,0,,,,In Processing,,,,,2025-01-04 18:33:53,,,10,,January 18 2025,Other,,,,
846,847,,92.0,96.0,55.0,64,27,8,29,In Processing,,,,,2025-01-05 17:46:23,,,10,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
847,848,,92.0,91.0,57.0,62,27,9,26,In Processing,,,,,2025-01-06 10:18:58,,,11,,January 18 2025,Other,,,,
848,849,,67.0,66.0,45.0,31,14,3,14,In Processing,,,,,2025-01-06 10:53:45,,,9,,January 18 2025,Homer Plessy Community School,,,,
849,850,25.0,,,,25.0,,,,Eligible,,,,25.0,2025-01-06 10:55:59,,,9,,February 15 2025 (No-rest option),Benjamin Franklin Elementary,3.0,,,
850,851,30.0,93.0,80.0,82.0,100.0,27,22,21,Eligible,,,,30.0,2025-01-06 12:12:23,,,10,,January 18 2025,Other,4.0,,,
851,852,,37.0,67.0,14.0,16,1,1,14,In Processing,,,,,2025-01-06 12:34:09,,,9,,April 26 2025 (No-rest option),Other,,,,
852,853,,59.0,69.0,62.0,37,10,12,15,In Processing,,,,,2025-01-06 18:11:17,,,10,,January 18 2025,Other,,,,
853,854,,,,,0,,,,In Processing,,,,,2025-01-06 18:36:22,,,10,,January 18 2025,Other,,,,
854,855,,94.0,99.0,99.0,88,28,30,30,Eligible,,,,,2025-04-04 14:18:52,,,9,,January 18 2025,Other,,,,
855,856,,47.0,55.0,57.0,21,4,9,8,In Processing,,,,,2025-01-06 23:21:40,,,11,,January 18 2025,International School of Louisiana,,,,
856,857,,74.0,79.0,55.0,46,18,8,20,In Processing,,,,,2025-01-07 8:39:02,,,10,,April 26 2025 (No-rest option),Other,,,,
857,858,22.0,,,,22.0,,,,In Processing,,,,22.0,2025-01-07 12:32:48,,,9,,March 22 2025 (No-rest option),Other,2.75,,,
858,859,,,,,0,,,,In Processing,,,,,2025-01-07 13:40:09,,,9,,,Other,,,,
859,860,,,,,0,,,,In Processing,,,,,2025-01-07 14:01:04,,,9,,February 15 2025 (No-rest option),Arthur Ashe Charter School,,,,
860,861,30.0,81.0,97.0,76.0,99.0,21,19,29,Eligible,,,,30.0,2025-01-07 14:58:55,,,10,,January 18 2025,Lycee Francais de la Nouvelle Orleans,3.75,,,
861,862,,,,,0,,,,In Processing,,,,,2025-01-07 15:17:28,,,9,,,Audubon Uptown Montessori and French,,,,
862,863,,,,,0,,,,In Processing,,,,,2025-01-07 15:56:32,,,11,,,Other,,,,
863,864,,,,,0,,,,In Processing,,,,,2025-01-07 18:14:59,,,9,,March 22 2025 (No-rest option),Benjamin Franklin Elementary,,,,
864,865,,,,,0,,,,In Processing,,,,,2025-01-07 19:33:29,,,9,,,Einstein Middle School,,,,
865,866,,,,,0,,,,In Processing,,,,,2025-01-07 20:06:11,,,9,,,Audubon Uptown Montessori and French,,,,
866,867,,,,,0,,,,In Processing,,,,,2025-01-07 21:47:21,,,11,,April 26 2025 (No-rest option),Other,,,,
867,868,,77.0,85.0,99.0,72,19,30,23,In Processing,,,,,2025-01-08 10:56:45,,,9,,January 18 2025,The Willow School,,,,
868,869,23.0,86.0,99.0,91.0,103.0,24,26,30,Eligible,,,,23.0,2025-01-08 10:38:16,,,9,,January 18 2025,Other,2.88,,,
869,870,,,,,0,,,,In Processing,,,,,2025-01-08 11:29:43,,,10,,March 22 2025 (No-rest option),Other,,,,
870,871,,,,,0,,,,In Processing,,,,,2025-01-08 11:33:10,,,9,,,Fannie C. Williams Charter School,,,,
871,872,,61.0,78.0,37.0,32,11,1,20,In Processing,,,,,2025-01-08 11:43:01,,,9,,January 18 2025,Mary McLeod Bethune Elementary,,,,
872,873,,,,,0,,,,In Processing,,,,,2025-01-08 22:21:05,,,9,,,Esperanza Charter School,,,,
873,874,,,,,0,,,,In Processing,,,,,2025-01-08 22:23:32,,,9,,January 18 2025,Esperanza Charter School,,,,
874,875,,86.0,81.0,73.0,62,24,17,21,In Processing,,,,,2025-01-08 23:39:57,,,10,,January 18 2025,Lycee Francais de la Nouvelle Orleans,,,,
875,876,,66.0,73.0,90.0,57,14,26,17,In Processing,,,,,2025-01-09 6:48:10,,,9,,April 26 2025 (No-rest option),Other,,,,
876,877,,,,,0,,,,In Processing,,,,,2025-01-09 10:07:13,,,11,,April 26 2025 (No-rest option),Isidore Newman,,,,
877,878,,37.0,57.0,29.0,11,1,1,9,In Processing,,,,,2025-01-09 12:10:07,,,9,,January 18 2025,Harriet Tubman Charter School,,,,
878,879,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-01-09 13:06:22,,,10,Test Accommodations Approved,March 22 2025 (No-rest option),The Willow School,3.7,,,
879,880,,,,,0,,,,In Processing,,,,,2025-01-09 13:55:01,,,9,,,Other,,,,
880,881,,,,,0,,,,In Processing,,,,,2025-01-09 14:12:21,,,11,,February 15 2025 (No-rest option),Other,,,,
881,882,,,,,0,,,,In Processing,,,,,2025-01-09 14:28:08,,,9,,,Morris Jeff Community School,,,,
882,883,,88.0,78.0,66.0,59,25,14,20,In Processing,,,,,2025-01-14 17:43:54,,,10,,April 26 2025 (No-rest option),Other,,,,
883,884,,60.0,76.0,37.0,31,11,1,19,In Processing,,,,,2025-01-09 16:25:45,,,9,,January 18 2025,Other,,,,
884,885,,,,,0,,,,In Processing,,,,,2025-01-09 16:21:37,,,9,,,Elan Academy,,,,
885,886,,,,,0,,,,In Processing,,,,,2025-01-09 20:59:51,,,9,,March 22 2025 (No-rest option),Other,,,,
886,887,,,,,0,,,,In Processing,,,,,2025-01-09 17:58:10,,,9,,February 15 2025 (No-rest option),Kipp Believe,,,,
887,888,,23.0,39.0,33.0,3,1,1,1,In Processing,,,,,2025-01-09 21:25:47,,,9,,April 26 2025 (No-rest option),St. Augustine High School,,,,
888,889,,,,,0,,,,In Processing,,,,,2025-01-10 8:26:15,,,11,,February 15 2025 (No-rest option),Morris Jeff Community School,,,,
889,890,27.0,,,,27.0,,,,Eligible,,,,27.0,2025-01-10 8:33:49,,,9,,February 15 2025 (No-rest option),The Willow School,3.25,,,
890,891,,,,,0,,,,In Processing,,,,,2025-01-10 9:24:32,,,10,,,Other,,,,
891,892,,,,,0,,,,Eligible,,,,,2025-01-10 9:37:49,,,10,,,Academy of the Sacred Heart,,,,
892,893,,,,,0,,,,In Processing,,,,,2025-01-10 12:08:59,,,9,,February 15 2025 (No-rest option),Other,,,,
893,894,,,,,0,,,,In Processing,,,,,2025-01-10 12:04:47,,,10,,April 26 2025 (No-rest option),Other,,,,
894,895,,,,,0,,,,In Processing,,,,,2025-01-10 15:47:21,,,9,,February 15 2025 (No-rest option),Other,,,,
895,896,,,,,0,,,,In Processing,,,,,2025-01-10 16:23:11,,,10,,February 15 2025 (No-rest option),Other,,,,
896,897,,,,,0,,,,In Processing,,,,,2025-01-10 19:04:51,,,9,,February 15 2025 (No-rest option),Foundation Preparatory Charter,,,,
897,898,,,,,0,,,,In Processing,,,,,2025-01-10 20:40:38,,,10,,March 22 2025 (No-rest option),Other,,,,
898,899,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-01-10 21:32:07,,,9,,February 15 2025 (No-rest option),The Willow School,,,,
899,900,,,,,0,,,,In Processing,,,,,2025-01-10 22:51:59,,,11,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
900,901,30.0,,,,30.0,,,,In Processing,,,,30.0,2025-01-11 7:26:06,,,9,,March 22 2025 (No-rest option),Other,4.0,,,
901,902,,,,,0,,,,In Processing,,,,,2025-01-11 20:44:49,,,9,,February 15 2025 (No-rest option),Other,,,,
902,903,22.0,,,,22.0,,,,Eligible,,,,22.0,2025-01-11 22:31:14,,,9,,February 15 2025 (No-rest option),Audubon Gentilly,2.75,,,
903,904,,,,,0,,,,In Processing,,,,,2025-01-11 22:55:52,,,9,,February 15 2025 (No-rest option),Samuel J. Green Charter School,,,,
904,905,,,,,0,,,,In Processing,,,,,2025-01-12 20:57:33,,,10,,,International School of Louisiana,,,,
905,906,,,,,0,,,,In Processing,,,,,2025-01-13 8:05:22,,,9,,March 22 2025 (No-rest option),Edward Hynes Lakeview,,,,
906,907,,,,,0,,,,In Processing,,,,,2025-01-16 15:14:11,,,11,,February 15 2025 (No-rest option),International School of Louisiana,,,,
907,908,,,,,0,,,,In Processing,,,,,2025-01-13 14:35:25,,,9,,March 22 2025 (No-rest option),Other,,,,
908,909,,,,,0,,,,In Processing,,,,,2025-01-13 18:40:54,,,9,,February 15 2025 (No-rest option),Kipp Believe,,,,
909,910,,,,,0,,,,In Processing,,,,,2025-01-13 22:41:07,,,9,,,Phillis Wheatley Community School,,,,
910,911,,,,,0,,,,In Processing,,,,,2025-01-13 23:03:54,,,9,,,Bricolage Academy,,,,
911,912,,,,,0,,,,In Processing,,,,,2025-01-14 9:43:02,,,9,,April 26 2025 (No-rest option),Other,,,,
912,913,,,,,0,,,,In Processing,,,,,2025-01-14 17:04:17,,,10,,,KIPP Morial,,,,
913,914,,,,,0,,,,In Processing,,,,,2025-01-14 21:50:58,,,9,,,Renew Robert Russa Moton: Lakefront:,,,,
914,915,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-01-14 22:31:51,,,9,,February 15 2025 (No-rest option),International School of Louisiana,3.75,,,
915,916,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-01-15 11:37:54,,,10,,March 22 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,4.0,,,
916,917,,,,,0,,,,In Processing,,,,,2025-02-25 11:10:51,,,9,,March 22 2025 (No-rest option),Benjamin Franklin Elementary,,,,
917,918,,,,,0,,,,In Processing,,,,,2025-01-15 16:18:09,,,9,,,Other,,,,
918,919,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-01-17 23:21:12,,,9,,March 22 2025 (No-rest option),Renew Laurel Elementary,3.88,,,
919,920,,,,,0,,,,In Processing,,,,,2025-01-15 21:44:58,,,9,,,Alice Harte Charter School,,,,
920,921,,,,,0,,,,In Processing,,,,,2025-01-16 8:42:35,,,9,,February 15 2025 (No-rest option),Other,,,,
921,922,,,,,0,,,,In Processing,,,,,2025-01-16 13:38:49,,,9,,,Success at Thurgood Marshall,,,,
922,923,,,,,0,,,,In Processing,,,,,2025-01-16 17:52:51,,,9,,,KIPP Leadership,,,,
923,924,,,,,0,,,,In Processing,,,,,2025-01-17 10:33:28,,,9,,February 15 2025 (No-rest option),Dorothy Height Charter School,,,,
924,925,,,,,0,,,,In Processing,,,,,2025-01-17 14:45:41,,,11,,April 26 2025 (No-rest option),Other,,,,
925,926,,,,,0,,,,In Processing,,,,,2025-01-17 16:51:10,,,10,,April 26 2025 (No-rest option),Other,,,,
926,927,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-01-17 18:17:11,,,9,,February 15 2025 (No-rest option),Bricolage Academy,3.88,,,
927,928,,,,,0,,,,In Processing,,,,,2025-01-17 18:51:57,,,9,,February 15 2025 (No-rest option),Bricolage Academy,,,,
928,929,,,,,0,,,,In Processing,,,,,2025-01-18 13:40:19,,,9,,March 22 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
929,930,,,,,0,,,,In Processing,,,,,2025-01-18 19:37:26,,,9,,February 15 2025 (No-rest option),Audubon Gentilly,,,,
930,931,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-01-19 21:37:18,,,10,,February 15 2025 (No-rest option),The Willow School,3.8,,,
931,932,,,,,0,,,,In Processing,,,,,2025-01-22 11:07:40,,,11,,February 15 2025 (No-rest option),Other,,,,
932,933,,,,,0,,,,In Processing,,,,,2025-01-22 11:09:54,,,9,,February 15 2025 (No-rest option),Other,,,,
933,934,,,,,0,,,,In Processing,,,,,2025-01-22 12:53:20,,,9,,March 22 2025 (No-rest option),Audubon Uptown Montessori and French,,,,
934,935,,,,,0,,,,In Processing,,,,,2025-01-22 17:55:52,,,10,,February 15 2025 (No-rest option),Cabrini High School,,,,
935,936,,,,,0,,,,In Processing,,,,,2025-01-22 16:45:47,,,10,,February 15 2025 (No-rest option),Einstein Middle School,,,,
936,937,,,,,0,,,,In Processing,,,,,2025-01-22 17:20:46,,,10,,February 15 2025 (No-rest option),Other,,,,
937,938,,,,,0,,,,In Processing,,,,,2025-01-23 15:02:46,,,9,,February 15 2025 (No-rest option),Mount Carmel Academy,,,,
938,939,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-01-23 16:38:41,,,9,,February 15 2025 (No-rest option),International School of Louisiana,3.5,,,
939,940,,,,,0,,,,In Processing,,,,,2025-01-23 22:29:35,,,9,,March 22 2025 (No-rest option),Lake Forest Elementary Charter School,,,,
940,941,,,,,0,,,,In Processing,,,,,2025-01-30 10:39:04,,,9,,April 26 2025 (No-rest option),International School of Louisiana,,,,
941,942,,,,,0,,,,In Processing,,,,,2025-01-24 12:56:24,,,9,,,Elan Academy,,,,
942,943,,,,,0,,,,In Processing,,,,,2025-01-30 10:39:33,,,9,,April 26 2025 (No-rest option),International School of Louisiana,,,,
943,944,,,,,0,,,,In Processing,,,,,2025-01-25 8:05:04,,,10,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
944,945,,,,,0,,,,In Processing,,,,,2025-01-25 13:21:40,,,9,,March 22 2025 (No-rest option),KIPP Leadership,,,,
945,946,,,,,0,,,,In Processing,,,,,2025-01-26 9:32:19,,,11,,February 15 2025 (No-rest option),Other,,,,
946,947,,,,,0,,,,In Processing,,,,,2025-01-26 20:37:51,,,9,,February 15 2025 (No-rest option),Other,,,,
947,948,,,,,0,,,,In Processing,,,,,2025-01-27 10:43:41,,,10,,March 22 2025 (No-rest option),Other,,,,
948,949,,,,,0,,,,In Processing,,,,,2025-01-27 12:44:08,,,11,,,Other,,,,
949,950,,,,,0,,,,In Processing,,,,,2025-01-27 20:51:06,,,9,,,Kipp Believe,,,,
950,951,,,,,0,,,,In Processing,,,,,2025-01-28 14:42:25,,,9,,,KIPP Morial,,,,
951,952,,,,,0,,,,In Processing,,,,,2025-01-28 17:41:08,,,9,,March 22 2025 (No-rest option),Ursuline Academy,,,,
952,953,,,,,0,,,,In Processing,,,,,2025-03-10 18:03:54,,,9,,April 26 2025 (No-rest option),YACS at Lawrence D. Crocker,,,,
953,954,25.0,,,,25.0,,,,In Processing,,,,25.0,2025-01-28 19:36:47,,,10,,February 15 2025 (No-rest option),Other,,,,
954,955,,,,,0,,,,In Processing,,,,,2025-01-28 20:03:34,,,11,,March 22 2025 (No-rest option),International School of Louisiana,,,,
955,956,,,,,0,,,,In Processing,,,,,2025-01-29 9:24:00,,,9,,March 22 2025 (No-rest option),Homer Plessy Community School,,,,
956,957,,,,,0,,,,In Processing,,,,,2025-01-29 10:00:02,,,9,,,Foundation Preparatory Charter,,,,
957,958,,,,,0,,,,In Processing,,,,,2025-01-29 11:40:32,,,9,,,Mary McLeod Bethune Elementary,,,,
958,959,,,,,0,,,,In Processing,,,,,2025-01-29 16:01:43,,,10,,March 22 2025 (No-rest option),Other,,,,
959,960,,,,,0,,,,In Processing,,,,,2025-01-29 17:22:29,,,9,,,Other,,,,
960,961,,,,,0,,,,In Processing,,,,,2025-01-29 20:30:14,,,10,,,Other,,,,
961,962,,,,,0,,,,In Processing,,,,,2025-01-29 20:26:01,,,9,,February 15 2025 (No-rest option),Esperanza Charter School,,,,
962,963,,,,,0,,,,In Processing,,,,,2025-01-30 11:12:36,,,9,,,Other,,,,
963,964,,,,,0,,,,In Processing,,,,,2025-01-30 14:39:20,,,9,,March 22 2025 (No-rest option),Other,,,,
964,965,,,,,0,,,,In Processing,,,,,2025-01-30 15:20:53,,,9,,,Success at Thurgood Marshall,,,,
965,966,,,,,0,,,,In Processing,,,,,2025-01-30 16:15:45,,,10,,,Other,,,,
966,967,,,,,0,,,,In Processing,,,,,2025-01-30 20:32:24,,,9,,February 15 2025 (No-rest option),Capdau S.T.E.A.M. School,,,,
967,968,,,,,0,,,,In Processing,,,,,2025-01-30 17:46:19,,,9,,,Bricolage Academy,,,,
968,969,,,,,0,,,,In Processing,,,,,2025-01-30 18:46:37,,,9,,February 15 2025 (No-rest option),Capdau S.T.E.A.M. School,,,,
969,970,,,,,0,,,,In Processing,,,,,2025-01-30 18:41:30,,,9,,February 15 2025 (No-rest option),Morris Jeff Community School,,,,
970,971,,,,,0,,,,In Processing,,,,,2025-01-31 16:46:16,,,9,,,Dwight D. Eisenhower Charter School,,,,
971,972,,,,,0,,,,In Processing,,,,,2025-02-01 16:33:41,,,11,,March 22 2025 (No-rest option),Other,,,,
972,973,,,,,0,,,,In Processing,,,,,2025-02-01 19:23:29,,,9,,April 26 2025 (No-rest option),The Willow School,,,,
973,974,,,,,0,,,,In Processing,,,,,2025-02-01 19:44:54,,,9,,February 15 2025 (No-rest option),Mary McLeod Bethune Elementary,,,,
974,975,25.0,,,,25.0,,,,Eligible,,,,25.0,2025-02-02 16:26:00,,,9,,February 15 2025 (No-rest option),Isidore Newman,3.0,,,
975,976,,,,,0,,,,In Processing,,,,,2025-02-02 22:24:57,,,9,,,Alice Harte Charter School,,,,
976,977,,17.0,71.0,49.0,22,1,5,16,In Processing,,,,,2025-02-04 16:37:36,,,9,,,Capdau S.T.E.A.M. School,,,,
977,978,,,,,0,,,,In Processing,,,,,2025-03-18 11:05:14,,,9,,April 26 2025 (No-rest option),Other,,,,
978,979,,,,,0,,,,In Processing,,,,,2025-02-03 15:32:23,,,9,,,Arthur Ashe Charter School,,,,
979,980,28.0,,,,28.0,,,,Eligible,,,,28.0,2025-02-06 10:40:19,,,10,,February 15 2025 (No-rest option),Other,3.33,,,
980,981,,,,,0,,,,In Processing,,,,,2025-02-04 15:15:55,,,9,,March 22 2025 (No-rest option),Morris Jeff Community School,,,,
981,982,,,,,0,,,,In Processing,,,,,2025-02-04 17:42:18,,,9,,March 22 2025 (No-rest option),Bricolage Academy,,,,
982,983,,,,,0,,,,Eligible,,,,,2025-02-04 20:49:03,,,9,,February 15 2025 (No-rest option),The Willow School,,,,
983,984,,,,,0,,,,In Processing,,,,,2025-02-05 20:48:55,,,10,,March 22 2025 (No-rest option),Other,,,,
984,985,,,,,0,,,,In Processing,,,,,2025-02-05 0:36:31,,,9,,March 22 2025 (No-rest option),Kipp Believe,,,,
985,986,,,,,0,,,,In Processing,,,,,2025-02-06 10:11:36,,,10,,,Ursuline Academy,,,,
986,987,,,,,0,,,,In Processing,,,,,2025-02-06 17:05:27,,,10,,April 26 2025 (No-rest option),Other,,,,
987,988,,,,,0,,,,In Processing,,,,,2025-02-08 12:51:12,,,9,,,Capdau S.T.E.A.M. School,,,,
988,989,,,,,0,,,,In Processing,,,,,2025-02-10 17:28:38,,,9,,,Renew Laurel Elementary,,,,
989,990,,,,,0,,,,In Processing,,,,,2025-02-10 20:50:44,,,9,,March 22 2025 (No-rest option),KIPP Morial,,,,
990,991,,,,,0,,,,In Processing,,,,,2025-02-11 3:24:18,,,10,,April 26 2025 (No-rest option),Morris Jeff Community School,,,,
991,992,,,,,0,,,,In Processing,,,,,2025-02-11 8:24:13,,,9,,March 22 2025 (No-rest option),KIPP Morial,,,,
992,993,,,,,0,,,,In Processing,,,,,2025-02-11 12:08:49,,,9,,March 22 2025 (No-rest option),KIPP Leadership,,,,
993,994,,,,,0,,,,In Processing,,,,,2025-02-13 10:37:15,,,11,,April 26 2025 (No-rest option),The Willow School,,,,
994,995,,,,,0,,,,In Processing,,,,,2025-02-13 16:21:16,,,9,,March 22 2025 (No-rest option),Other,,,,
995,996,,,,,0,,,,In Processing,,,,,2025-02-14 6:39:59,,,11,,,Morris Jeff Community School,,,,
996,997,,,,,0,,,,In Processing,,,,,2025-02-14 10:58:51,,,10,,April 26 2025 (No-rest option),Other,,,,
997,998,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-02-15 11:02:56,,,9,,March 22 2025 (No-rest option),The Willow School,4.0,,,
998,999,,,,,0,,,,In Processing,,,,,2025-02-17 12:10:20,,,10,,April 26 2025 (No-rest option),Other,,,,
999,1000,,,,,0,,,,In Processing,,,,,2025-02-25 18:23:07,,,10,,April 26 2025 (No-rest option),Other,,,,
1000,1001,,,,,0,,,,In Processing,,,,,2025-02-18 11:20:05,,,9,,March 22 2025 (No-rest option),Other,,,,
1001,1002,,,,,0,,,,In Processing,,,,,2025-02-18 14:11:15,,,9,,,Other,,,,
1002,1003,,,,,0,,,,In Processing,,,,,2025-02-18 22:08:11,,,10,,April 26 2025 (No-rest option),Other,,,,
1003,1004,,,,,0,,,,In Processing,,,,,2025-02-19 11:18:33,,,9,,March 22 2025 (No-rest option),Other,,,,
1004,1005,,,,,0,,,,In Processing,,,,,2025-02-19 14:25:42,,,11,,April 26 2025 (No-rest option),Other,,,,
1005,1006,,,,,0,,,,In Processing,,,,,2025-02-19 15:50:35,,,9,,April 26 2025 (No-rest option),The Willow School,,,,
1006,1007,30.0,,,,30.0,,,,In Processing,,,,30.0,2025-02-20 20:59:06,,,9,,March 22 2025 (No-rest option),Other,4.0,,,
1007,1008,,,,,0,,,,In Processing,,,,,2025-02-21 16:57:15,,,9,,March 22 2025 (No-rest option),Other,,,,
1008,1009,,,,,0,,,,In Processing,,,,,2025-02-23 17:02:01,,,10,,,Other,,,,
1009,1010,,,,,0,,,,In Processing,,,,,2025-02-23 17:56:02,,,11,,March 22 2025 (No-rest option),Other,,,,
1010,1011,,,,,0,,,,In Processing,,,,,2025-02-24 15:22:00,,,10,,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans,,,,
1011,1012,,,,,0,,,,In Processing,,,,,2025-02-25 20:04:23,,,11,,April 26 2025 (No-rest option),Other,,,,
1012,1013,,,,,0,,,,In Processing,,,,,2025-02-26 5:27:19,,,9,,March 22 2025 (No-rest option),International School of Louisiana,,,,
1013,1014,,,,,0,,,,In Processing,,,,,2025-02-26 11:00:17,,,11,,April 26 2025 (No-rest option),Other,,,,
1014,1015,,,,,0,,,,In Processing,,,,,2025-03-14 14:22:37,,,11,,April 26 2025 (No-rest option),Other,,,,
1015,1016,,,,,0,,,,In Processing,,,,,2025-03-01 12:16:07,,,9,,March 22 2025 (No-rest option),Other,,,,
1016,1017,,,,,0,,,,In Processing,,,,,2025-03-01 12:24:47,,,10,,March 22 2025 (No-rest option),Other,,,,
1017,1018,30.0,,,,30.0,,,,Eligible,,,,30.0,2025-03-03 10:54:08,,,9,,March 22 2025 (No-rest option),Isidore Newman,3.75,,,
1018,1019,,,,,0,,,,In Processing,,,,,2025-03-03 16:12:23,,,9,,,Other,,,,
1019,1020,,,,,0,,,,In Processing,,,,,2025-03-05 8:47:55,,,9,,,Other,,,,
1020,1021,,,,,0,,,,In Processing,,,,,2025-03-06 9:35:00,,,9,,April 26 2025 (No-rest option),Isidore Newman,,,,
1021,1022,22.0,,,,22.0,,,,In Processing,,,,22.0,2025-03-06 12:46:26,,,10,,March 22 2025 (No-rest option),St. Mary's Dominican High School,2.75,,,
1022,1023,,,,,0,,,,In Processing,,,,,2025-03-08 17:18:49,,,10,,,Other,,,,
1023,1024,,,,,0,,,,In Processing,,,,,2025-03-09 8:38:41,,,10,,,Other,,,,
1024,1025,,,,,0,,,,In Processing,,,,,2025-03-10 9:09:13,,,10,,,Other,,,,
